Date,IEF,AGG
2017-05-03,106.44999694824219,108.97000122070312
2017-05-04,105.8499984741211,108.55000305175781
2017-05-05,105.9800033569336,108.72000122070312
2017-05-08,105.88999938964844,108.62999725341797
2017-05-09,105.58999633789062,108.43000030517578
2017-05-10,105.83999633789062,108.5999984741211
2017-05-11,105.41000366210938,108.3499984741211
2017-05-12,106.05999755859375,108.80999755859375
2017-05-15,106.13999938964844,108.8499984741211
2017-05-16,106.11000061035156,108.87999725341797
2017-05-17,106.80000305175781,109.3499984741211
2017-05-18,107.19999694824219,109.54000091552734
2017-05-19,106.97000122070312,109.51000213623047
2017-05-22,106.93000030517578,109.43000030517578
2017-05-23,107.05000305175781,109.5
2017-05-24,106.6500015258789,109.25
2017-05-25,106.93000030517578,109.44999694824219
2017-05-26,107.02999877929688,109.45999908447266
2017-05-29,107.02999877929688,109.45999908447266
2017-05-30,107.18000030517578,109.58000183105469
2017-05-31,107.22000122070312,109.63999938964844
2017-06-01,106.94000244140625,109.36000061035156
2017-06-02,107.5,109.73999786376953
2017-06-05,107.4000015258789,109.66000366210938
2017-06-06,107.77999877929688,109.87000274658203
2017-06-07,107.62000274658203,109.80999755859375
2017-06-08,107.43000030517578,109.69999694824219
2017-06-09,107.1500015258789,109.51000213623047
2017-06-12,107.12000274658203,109.51000213623047
2017-06-13,107.13999938964844,109.43000030517578
2017-06-14,107.91999816894531,110.0
2017-06-15,107.69000244140625,109.9000015258789
2017-06-16,107.66999816894531,109.86000061035156
2017-06-19,107.58999633789062,109.87000274658203
2017-06-20,107.5,109.8499984741211
2017-06-21,107.55999755859375,109.87999725341797
2017-06-22,107.83000183105469,110.05999755859375
2017-06-23,107.72000122070312,110.01000213623047
2017-06-26,107.9000015258789,110.19000244140625
2017-06-27,107.5199966430664,109.93000030517578
2017-06-28,107.30999755859375,109.8499984741211
2017-06-29,106.69999694824219,109.52999877929688
2017-06-30,106.83999633789062,109.62000274658203
2017-07-03,106.44999694824219,109.30000305175781
2017-07-04,106.44999694824219,109.30000305175781
2017-07-05,106.04000091552734,109.08000183105469
2017-07-06,105.94000244140625,108.94999694824219
2017-07-07,105.80999755859375,108.88999938964844
2017-07-10,105.83999633789062,108.97000122070312
2017-07-11,105.87000274658203,108.97000122070312
2017-07-12,106.44999694824219,109.37999725341797
2017-07-13,106.3499984741211,109.29000091552734
2017-07-14,106.69000244140625,109.54000091552734
2017-07-17,106.45999908447266,109.4000015258789
2017-07-18,106.87000274658203,109.63999938964844
2017-07-19,106.93000030517578,109.72000122070312
2017-07-20,107.0999984741211,109.8499984741211
2017-07-21,107.1500015258789,109.87999725341797
2017-07-24,107.08000183105469,109.83999633789062
2017-07-25,106.69999694824219,109.5999984741211
2017-07-26,106.47000122070312,109.37000274658203
2017-07-27,106.5999984741211,109.51000213623047
2017-07-28,106.62999725341797,109.54000091552734
2017-07-31,106.76000213623047,109.69000244140625
2017-08-01,106.5199966430664,109.37999725341797
2017-08-02,106.9000015258789,109.70999908447266
2017-08-03,107.06999969482422,109.7699966430664
2017-08-04,106.97000122070312,109.69999694824219
2017-08-07,106.87999725341797,109.69000244140625
2017-08-08,106.94999694824219,109.66999816894531
2017-08-09,107.29000091552734,109.87000274658203
2017-08-10,107.23999786376953,109.69999694824219
2017-08-11,107.37000274658203,109.75
2017-08-14,107.33999633789062,109.83999633789062
2017-08-15,106.86000061035156,109.55999755859375
2017-08-16,106.87000274658203,109.54000091552734
2017-08-17,107.20999908447266,109.83000183105469
2017-08-18,107.73999786376953,110.05000305175781
2017-08-21,107.5999984741211,110.01000213623047
2017-08-22,107.54000091552734,109.98999786376953
2017-08-23,107.66000366210938,110.08000183105469
2017-08-24,107.62999725341797,110.06999969482422
2017-08-25,107.63999938964844,110.05000305175781
2017-08-28,107.76000213623047,110.16999816894531
2017-08-29,108.41000366210938,110.4800033569336
2017-08-30,107.98999786376953,110.2699966430664
2017-08-31,108.08000183105469,110.30999755859375
2017-09-01,107.95999908447266,110.19000244140625
2017-09-04,107.95999908447266,110.19000244140625
2017-09-05,108.16000366210938,110.2699966430664
2017-09-06,108.4800033569336,110.41999816894531
2017-09-07,108.3499984741211,110.43000030517578
2017-09-08,108.68000030517578,110.54000091552734
2017-09-11,108.19999694824219,110.2699966430664
2017-09-12,107.8499984741211,110.04000091552734
2017-09-13,107.77999877929688,110.0
2017-09-14,107.43000030517578,109.80999755859375
2017-09-15,107.56999969482422,110.0
2017-09-18,107.26000213623047,109.86000061035156
