Date,CC
2016-03-14,6.849999904632568
2016-03-15,6.800000190734863
2016-03-16,6.809999942779541
2016-03-17,6.699999809265137
2016-03-18,7.300000190734863
2016-03-21,7.760000228881836
2016-03-22,7.150000095367432
2016-03-23,7.0
2016-03-24,6.75
2016-03-25,6.75
2016-03-28,7.179999828338623
2016-03-29,6.909999847412109
2016-03-30,7.21999979019165
2016-03-31,7.269999980926514
2016-04-01,7.130000114440918
2016-04-04,7.389999866485596
2016-04-05,7.150000095367432
2016-04-06,7.110000133514404
2016-04-07,7.269999980926514
2016-04-08,7.150000095367432
2016-04-11,7.269999980926514
2016-04-12,7.21999979019165
2016-04-13,7.519999980926514
2016-04-14,7.690000057220459
2016-04-15,7.550000190734863
2016-04-18,8.09000015258789
2016-04-19,8.300000190734863
2016-04-20,9.069999694824219
2016-04-21,9.289999961853027
2016-04-22,9.640000343322754
2016-04-25,9.069999694824219
2016-04-26,9.0
2016-04-27,9.460000038146973
2016-04-28,9.180000305175781
2016-04-29,9.510000228881836
2016-05-02,9.149999618530273
2016-05-03,9.699999809265137
2016-05-04,9.880000114440918
2016-05-05,10.0
2016-05-06,9.899999618530273
2016-05-09,10.260000228881836
2016-05-10,9.449999809265137
2016-05-11,9.979999542236328
2016-05-12,10.210000038146973
2016-05-13,9.789999961853027
2016-05-16,9.770000457763672
2016-05-17,10.050000190734863
2016-05-18,10.399999618530273
2016-05-19,10.34000015258789
2016-05-20,10.289999961853027
2016-05-23,9.880000114440918
2016-05-24,9.5600004196167
2016-05-25,9.3100004196167
2016-05-26,9.569999694824219
2016-05-27,9.359999656677246
2016-05-30,9.359999656677246
2016-05-31,9.180000305175781
2016-06-01,8.680000305175781
2016-06-02,8.609999656677246
2016-06-03,8.630000114440918
2016-06-06,8.229999542236328
2016-06-07,8.34000015258789
2016-06-08,8.40999984741211
2016-06-09,8.300000190734863
2016-06-10,8.300000190734863
2016-06-13,8.729999542236328
2016-06-14,8.329999923706055
2016-06-15,8.609999656677246
2016-06-16,8.84000015258789
2016-06-17,8.970000267028809
2016-06-20,9.079999923706055
2016-06-21,9.199999809265137
2016-06-22,9.119999885559082
2016-06-23,9.180000305175781
2016-06-24,9.1899995803833
2016-06-27,9.149999618530273
2016-06-28,8.739999771118164
2016-06-29,8.569999694824219
2016-06-30,8.4399995803833
2016-07-01,8.229999542236328
2016-07-04,8.229999542236328
2016-07-05,8.4399995803833
2016-07-06,7.570000171661377
2016-07-07,6.019999980926514
2016-07-08,6.639999866485596
2016-07-11,7.679999828338623
2016-07-12,7.909999847412109
2016-07-13,8.199999809265137
2016-07-14,8.390000343322754
2016-07-15,8.819999694824219
2016-07-18,8.859999656677246
2016-07-19,9.279999732971191
2016-07-20,9.069999694824219
2016-07-21,9.130000114440918
2016-07-22,9.100000381469727
2016-07-25,8.800000190734863
2016-07-26,8.84000015258789
2016-07-27,9.510000228881836
2016-07-28,9.449999809265137
2016-07-29,9.390000343322754
2016-08-01,9.300000190734863
2016-08-02,9.300000190734863
2016-08-03,8.760000228881836
2016-08-04,9.0600004196167
2016-08-05,8.9399995803833
2016-08-08,9.15999984741211
2016-08-09,9.789999961853027
2016-08-10,10.550000190734863
2016-08-11,10.9399995803833
2016-08-12,11.800000190734863
2016-08-15,11.479999542236328
2016-08-16,12.170000076293945
2016-08-17,12.109999656677246
2016-08-18,12.329999923706055
2016-08-19,12.34000015258789
2016-08-22,12.34000015258789
2016-08-23,12.479999542236328
2016-08-24,12.5600004196167
2016-08-25,12.4399995803833
2016-08-26,12.90999984741211
2016-08-29,12.680000305175781
2016-08-30,13.279999732971191
2016-08-31,13.350000381469727
2016-09-01,13.300000190734863
2016-09-02,13.579999923706055
2016-09-05,13.579999923706055
2016-09-06,13.6899995803833
2016-09-07,13.430000305175781
2016-09-08,13.569999694824219
2016-09-09,13.329999923706055
2016-09-12,12.699999809265137
2016-09-13,12.989999771118164
2016-09-14,12.899999618530273
2016-09-15,13.510000228881836
2016-09-16,13.75
2016-09-19,14.569999694824219
2016-09-20,14.420000076293945
2016-09-21,14.289999961853027
2016-09-22,14.850000381469727
2016-09-23,14.930000305175781
2016-09-26,14.949999809265137
2016-09-27,14.520000457763672
2016-09-28,15.119999885559082
2016-09-29,15.300000190734863
2016-09-30,15.199999809265137
2016-10-03,15.9399995803833
2016-10-04,16.0
2016-10-05,15.8100004196167
2016-10-06,16.06999969482422
2016-10-07,16.290000915527344
2016-10-10,15.920000076293945
2016-10-11,15.380000114440918
2016-10-12,15.09000015258789
2016-10-13,14.800000190734863
2016-10-14,14.949999809265137
2016-10-17,14.869999885559082
2016-10-18,15.449999809265137
2016-10-19,15.970000267028809
2016-10-20,16.15999984741211
2016-10-21,16.639999389648438
2016-10-24,16.93000030517578
2016-10-25,16.700000762939453
2016-10-26,16.68000030517578
2016-10-27,17.0
2016-10-28,16.940000534057617
2016-10-31,17.600000381469727
2016-11-01,16.520000457763672
2016-11-02,16.760000228881836
2016-11-03,16.270000457763672
2016-11-04,16.639999389648438
2016-11-07,18.600000381469727
2016-11-08,19.25
2016-11-09,19.389999389648438
2016-11-10,20.90999984741211
2016-11-11,20.799999237060547
2016-11-14,20.700000762939453
2016-11-15,21.350000381469727
2016-11-16,22.170000076293945
2016-11-17,22.0
2016-11-18,22.649999618530273
2016-11-21,22.899999618530273
2016-11-22,23.479999542236328
2016-11-23,23.450000762939453
2016-11-24,23.450000762939453
2016-11-25,23.809999465942383
2016-11-28,23.5
2016-11-29,22.899999618530273
2016-11-30,23.75
2016-12-01,24.899999618530273
2016-12-02,24.600000381469727
2016-12-05,25.190000534057617
2016-12-06,25.93000030517578
2016-12-07,26.100000381469727
2016-12-08,26.100000381469727
2016-12-09,27.0
2016-12-12,25.59000015258789
2016-12-13,23.93000030517578
2016-12-14,24.350000381469727
2016-12-15,24.84000015258789
2016-12-16,25.43000030517578
2016-12-19,24.219999313354492
2016-12-20,24.739999771118164
2016-12-21,24.920000076293945
2016-12-22,23.31999969482422
2016-12-23,22.549999237060547
2016-12-26,22.549999237060547
2016-12-27,23.0
2016-12-28,22.81999969482422
2016-12-29,22.389999389648438
2016-12-30,22.5
2017-01-02,22.5
2017-01-03,21.59000015258789
2017-01-04,21.700000762939453
2017-01-05,22.010000228881836
2017-01-06,22.09000015258789
2017-01-09,21.43000030517578
2017-01-10,22.200000762939453
2017-01-11,23.440000534057617
2017-01-12,24.59000015258789
2017-01-13,24.59000015258789
2017-01-16,24.59000015258789
2017-01-17,24.8799991607666
2017-01-18,24.600000381469727
2017-01-19,24.920000076293945
2017-01-20,24.299999237060547
2017-01-23,24.600000381469727
2017-01-24,24.8700008392334
2017-01-25,25.75
2017-01-26,25.520000457763672
2017-01-27,25.469999313354492
2017-01-30,25.149999618530273
2017-01-31,24.989999771118164
2017-02-01,26.59000015258789
2017-02-02,26.729999542236328
2017-02-03,26.969999313354492
2017-02-06,27.309999465942383
2017-02-07,27.850000381469727
2017-02-08,27.190000534057617
2017-02-09,27.190000534057617
2017-02-10,27.8700008392334
2017-02-13,31.6200008392334
2017-02-14,32.0
2017-02-15,32.45000076293945
2017-02-16,31.940000534057617
2017-02-17,32.13999938964844
2017-02-20,32.13999938964844
2017-02-21,33.34000015258789
2017-02-22,35.5
2017-02-23,35.36000061035156
2017-02-24,33.65999984741211
2017-02-27,34.0
2017-02-28,33.40999984741211
2017-03-01,34.459999084472656
2017-03-02,34.720001220703125
2017-03-03,33.400001525878906
2017-03-06,33.59000015258789
2017-03-07,33.7599983215332
2017-03-08,33.79999923706055
2017-03-09,33.0
2017-03-10,33.09000015258789
2017-03-13,32.970001220703125
2017-03-14,33.439998626708984
2017-03-15,33.88999938964844
2017-03-16,35.41999816894531
2017-03-17,34.880001068115234
2017-03-20,34.689998626708984
2017-03-21,34.81999969482422
2017-03-22,32.7599983215332
2017-03-23,33.58000183105469
2017-03-24,34.619998931884766
2017-03-27,33.68000030517578
2017-03-28,34.77000045776367
2017-03-29,37.529998779296875
2017-03-30,37.38999938964844
2017-03-31,38.15999984741211
2017-04-03,38.689998626708984
2017-04-04,37.9900016784668
2017-04-05,38.5
2017-04-06,37.380001068115234
2017-04-07,37.40999984741211
2017-04-10,37.900001525878906
2017-04-11,37.65999984741211
2017-04-12,37.4900016784668
2017-04-13,35.72999954223633
2017-04-14,35.72999954223633
2017-04-17,35.099998474121094
2017-04-18,35.25
2017-04-19,35.91999816894531
2017-04-20,36.06999969482422
2017-04-21,37.310001373291016
2017-04-24,38.29999923706055
2017-04-25,39.83000183105469
2017-04-26,39.900001525878906
2017-04-27,39.720001220703125
2017-04-28,40.400001525878906
2017-05-01,40.529998779296875
2017-05-02,41.849998474121094
2017-05-03,39.66999816894531
2017-05-04,39.04999923706055
2017-05-05,40.06999969482422
2017-05-08,41.290000915527344
2017-05-09,40.29999923706055
2017-05-10,40.849998474121094
2017-05-11,42.470001220703125
2017-05-12,43.380001068115234
2017-05-15,44.189998626708984
2017-05-16,45.459999084472656
2017-05-17,45.380001068115234
2017-05-18,42.7400016784668
2017-05-19,43.06999969482422
2017-05-22,45.25
2017-05-23,43.84000015258789
2017-05-24,43.25
2017-05-25,42.099998474121094
2017-05-26,42.310001373291016
2017-05-29,42.310001373291016
2017-05-30,42.41999816894531
2017-05-31,41.470001220703125
2017-06-01,40.290000915527344
2017-06-02,41.529998779296875
2017-06-05,41.099998474121094
2017-06-06,41.099998474121094
2017-06-07,39.470001220703125
2017-06-08,39.5
2017-06-09,40.400001525878906
2017-06-12,40.02000045776367
2017-06-13,39.959999084472656
2017-06-14,41.59000015258789
2017-06-15,38.11000061035156
2017-06-16,36.709999084472656
2017-06-19,36.97999954223633
2017-06-20,37.91999816894531
2017-06-21,38.08000183105469
2017-06-22,36.93000030517578
2017-06-23,36.84000015258789
2017-06-26,36.099998474121094
2017-06-27,36.099998474121094
2017-06-28,35.709999084472656
2017-06-29,36.810001373291016
2017-06-30,35.849998474121094
2017-07-03,38.5
2017-07-04,38.5
2017-07-05,38.959999084472656
2017-07-06,39.0
2017-07-07,38.93000030517578
2017-07-10,40.099998474121094
2017-07-11,40.939998626708984
2017-07-12,42.2599983215332
2017-07-13,43.20000076293945
2017-07-14,44.2599983215332
2017-07-17,44.81999969482422
2017-07-18,44.880001068115234
2017-07-19,45.0
2017-07-20,45.130001068115234
2017-07-21,44.619998931884766
2017-07-24,45.27000045776367
2017-07-25,46.95000076293945
2017-07-26,48.25
2017-07-27,47.84000015258789
2017-07-28,46.720001220703125
2017-07-31,48.18000030517578
2017-08-01,48.099998474121094
2017-08-02,48.2400016784668
2017-08-03,49.20000076293945
2017-08-04,47.52000045776367
2017-08-07,50.0
2017-08-08,49.75
2017-08-09,46.369998931884766
2017-08-10,45.900001525878906
2017-08-11,44.189998626708984
2017-08-14,47.16999816894531
2017-08-15,47.279998779296875
2017-08-16,47.16999816894531
2017-08-17,45.93000030517578
2017-08-18,45.15999984741211
2017-08-21,46.25
2017-08-22,46.790000915527344
2017-08-23,47.36000061035156
2017-08-24,47.900001525878906
2017-08-25,47.91999816894531
2017-08-28,47.88999938964844
2017-08-29,47.27000045776367
2017-08-30,47.65999984741211
2017-08-31,48.38999938964844
2017-09-01,49.290000915527344
2017-09-04,49.290000915527344
2017-09-05,50.0
2017-09-06,48.40999984741211
2017-09-07,48.220001220703125
2017-09-08,48.5099983215332
2017-09-11,49.9900016784668
2017-09-12,50.939998626708984
2017-09-13,49.84000015258789
2017-09-14,49.119998931884766
2017-09-15,49.810001373291016
2017-09-18,50.83000183105469
2017-09-19,51.54999923706055
2017-09-20,51.9900016784668
2017-09-21,51.83000183105469
2017-09-22,51.83000183105469
2017-09-25,51.59000015258789
2017-09-26,50.45000076293945
2017-09-27,50.849998474121094
2017-09-28,50.58000183105469
2017-09-29,50.34000015258789
2017-10-02,50.75
2017-10-03,52.95000076293945
2017-10-04,53.439998626708984
2017-10-05,53.349998474121094
2017-10-06,54.08000183105469
2017-10-09,54.79999923706055
2017-10-10,55.0
2017-10-11,54.9900016784668
2017-10-12,54.939998626708984
2017-10-13,55.779998779296875
2017-10-16,56.25
2017-10-17,57.04999923706055
2017-10-18,57.0
2017-10-19,55.5099983215332
2017-10-20,56.709999084472656
2017-10-23,56.099998474121094
2017-10-24,56.209999084472656
2017-10-25,57.02000045776367
2017-10-26,57.150001525878906
2017-10-27,56.880001068115234
2017-10-30,57.0
2017-10-31,57.040000915527344
2017-11-01,57.25
2017-11-02,56.970001220703125
2017-11-03,52.63999938964844
2017-11-06,52.72999954223633
2017-11-07,51.900001525878906
2017-11-08,50.540000915527344
2017-11-09,50.66999816894531
2017-11-10,51.0
2017-11-13,49.900001525878906
2017-11-14,51.630001068115234
2017-11-15,49.900001525878906
2017-11-16,50.15999984741211
2017-11-17,51.380001068115234
2017-11-20,52.400001525878906
2017-11-21,52.29999923706055
2017-11-22,52.97999954223633
2017-11-23,52.97999954223633
2017-11-24,53.27000045776367
2017-11-27,53.09000015258789
2017-11-28,53.25
2017-11-29,53.099998474121094
2017-11-30,52.0
2017-12-01,51.209999084472656
2017-12-04,52.7599983215332
2017-12-05,49.599998474121094
2017-12-06,46.369998931884766
2017-12-07,46.2599983215332
2017-12-08,48.13999938964844
2017-12-11,47.599998474121094
2017-12-12,48.06999969482422
2017-12-13,48.13999938964844
2017-12-14,47.560001373291016
2017-12-15,47.709999084472656
2017-12-18,48.2599983215332
2017-12-19,50.02000045776367
2017-12-20,50.130001068115234
2017-12-21,49.619998931884766
2017-12-22,49.279998779296875
2017-12-25,49.279998779296875
2017-12-26,48.86000061035156
2017-12-27,49.66999816894531
2017-12-28,50.150001525878906
2017-12-29,50.70000076293945
2018-01-01,50.70000076293945
2018-01-02,50.2400016784668
2018-01-03,51.79999923706055
2018-01-04,51.599998474121094
2018-01-05,51.439998626708984
2018-01-08,51.18000030517578
2018-01-09,51.0
2018-01-10,50.16999816894531
2018-01-11,51.2599983215332
2018-01-12,52.90999984741211
2018-01-15,52.90999984741211
2018-01-16,52.52000045776367
2018-01-17,51.5
2018-01-18,51.68000030517578
2018-01-19,52.0
2018-01-22,53.88999938964844
2018-01-23,54.400001525878906
2018-01-24,54.0
2018-01-25,53.630001068115234
2018-01-26,53.11000061035156
2018-01-29,53.16999816894531
2018-01-30,52.75
2018-01-31,52.20000076293945
2018-02-01,51.33000183105469
2018-02-02,51.189998626708984
2018-02-05,48.349998474121094
2018-02-06,44.029998779296875
2018-02-07,47.5099983215332
2018-02-08,48.34000015258789
2018-02-09,45.470001220703125
2018-02-12,47.0
2018-02-13,47.470001220703125
2018-02-14,47.029998779296875
2018-02-15,50.880001068115234
2018-02-16,48.75
2018-02-19,48.75
2018-02-20,48.79999923706055
2018-02-21,50.06999969482422
2018-02-22,50.0
2018-02-23,50.689998626708984
2018-02-26,51.09000015258789
2018-02-27,50.9900016784668
2018-02-28,49.349998474121094
2018-03-01,47.81999969482422
2018-03-02,48.099998474121094
2018-03-05,48.52000045776367
2018-03-06,49.20000076293945
2018-03-07,48.70000076293945
2018-03-08,49.70000076293945
2018-03-09,49.189998626708984
2018-03-12,50.06999969482422
2018-03-13,51.08000183105469
2018-03-14,50.43000030517578
2018-03-15,50.0099983215332
2018-03-16,49.08000183105469
2018-03-19,49.369998931884766
2018-03-20,49.400001525878906
2018-03-21,48.40999984741211
2018-03-22,49.27000045776367
2018-03-23,48.630001068115234
2018-03-26,48.040000915527344
2018-03-27,48.189998626708984
2018-03-28,46.97999954223633
2018-03-29,46.66999816894531
2018-03-30,46.66999816894531
2018-04-02,48.619998931884766
2018-04-03,47.09000015258789
2018-04-04,45.939998626708984
2018-04-05,48.58000183105469
2018-04-06,49.380001068115234
2018-04-09,49.189998626708984
2018-04-10,49.7599983215332
2018-04-11,49.70000076293945
2018-04-12,50.06999969482422
2018-04-13,50.95000076293945
2018-04-16,51.08000183105469
2018-04-17,51.75
2018-04-18,52.650001525878906
2018-04-19,52.529998779296875
2018-04-20,51.720001220703125
2018-04-23,51.84000015258789
2018-04-24,52.459999084472656
2018-04-25,50.779998779296875
2018-04-26,51.20000076293945
2018-04-27,51.310001373291016
2018-04-30,50.06999969482422
2018-05-01,48.22999954223633
2018-05-02,48.25
2018-05-03,48.119998931884766
2018-05-04,50.5
2018-05-07,50.75
2018-05-08,50.0
2018-05-09,50.59000015258789
2018-05-10,51.0
2018-05-11,51.0099983215332
2018-05-14,51.18000030517578
2018-05-15,50.79999923706055
2018-05-16,51.11000061035156
2018-05-17,52.31999969482422
2018-05-18,52.5
2018-05-21,52.79999923706055
2018-05-22,52.86000061035156
2018-05-23,51.310001373291016
2018-05-24,51.540000915527344
2018-05-25,51.099998474121094
2018-05-28,51.099998474121094
2018-05-29,50.029998779296875
2018-05-30,50.29999923706055
2018-05-31,49.939998626708984
2018-06-01,49.529998779296875
2018-06-04,49.619998931884766
2018-06-05,50.25
2018-06-06,50.130001068115234
2018-06-07,51.369998931884766
2018-06-08,50.619998931884766
2018-06-11,51.43000030517578
2018-06-12,51.15999984741211
2018-06-13,50.029998779296875
2018-06-14,49.959999084472656
2018-06-15,49.5
2018-06-18,48.91999816894531
2018-06-19,48.0
2018-06-20,47.380001068115234
2018-06-21,47.0
2018-06-22,47.209999084472656
2018-06-25,47.130001068115234
2018-06-26,46.90999984741211
2018-06-27,45.11000061035156
2018-06-28,43.7599983215332
2018-06-29,43.9900016784668
2018-07-02,43.849998474121094
2018-07-03,44.02000045776367
2018-07-04,44.02000045776367
2018-07-05,43.880001068115234
2018-07-06,44.02000045776367
2018-07-09,44.61000061035156
2018-07-10,45.650001525878906
2018-07-11,45.220001220703125
2018-07-12,44.45000076293945
2018-07-13,44.5099983215332
2018-07-16,44.86000061035156
2018-07-17,43.0
2018-07-18,45.09000015258789
2018-07-19,45.40999984741211
2018-07-20,45.279998779296875
2018-07-23,45.20000076293945
2018-07-24,45.5
2018-07-25,44.650001525878906
2018-07-26,45.630001068115234
2018-07-27,46.13999938964844
2018-07-30,45.709999084472656
2018-07-31,45.25
2018-08-01,45.77000045776367
2018-08-02,44.54999923706055
2018-08-03,43.810001373291016
2018-08-06,46.880001068115234
2018-08-07,46.65999984741211
2018-08-08,47.959999084472656
2018-08-09,47.75
2018-08-10,46.54999923706055
2018-08-13,45.0
2018-08-14,44.380001068115234
2018-08-15,43.880001068115234
2018-08-16,42.90999984741211
2018-08-17,43.209999084472656
2018-08-20,43.220001220703125
2018-08-21,43.279998779296875
2018-08-22,43.72999954223633
2018-08-23,43.79999923706055
2018-08-24,44.0
2018-08-27,44.459999084472656
2018-08-28,45.9900016784668
2018-08-29,45.130001068115234
2018-08-30,44.63999938964844
2018-08-31,43.220001220703125
2018-09-03,43.220001220703125
2018-09-04,43.060001373291016
2018-09-05,43.77000045776367
2018-09-06,44.41999816894531
2018-09-07,43.220001220703125
2018-09-10,44.290000915527344
2018-09-11,44.209999084472656
2018-09-12,41.43000030517578
2018-09-13,39.459999084472656
2018-09-14,39.91999816894531
2018-09-17,40.25
2018-09-18,40.41999816894531
2018-09-19,40.27000045776367
2018-09-20,40.959999084472656
2018-09-21,41.66999816894531
2018-09-24,40.619998931884766
2018-09-25,39.83000183105469
2018-09-26,39.369998931884766
2018-09-27,39.27000045776367
2018-09-28,39.0
2018-10-01,39.59000015258789
2018-10-02,39.5099983215332
2018-10-03,40.880001068115234
2018-10-04,41.29999923706055
2018-10-05,40.83000183105469
2018-10-08,38.56999969482422
2018-10-09,38.599998474121094
2018-10-10,35.279998779296875
2018-10-11,35.619998931884766
2018-10-12,36.130001068115234
2018-10-15,36.349998474121094
2018-10-16,37.099998474121094
2018-10-17,37.369998931884766
2018-10-18,36.40999984741211
2018-10-19,35.63999938964844
2018-10-22,36.0099983215332
2018-10-23,34.310001373291016
2018-10-24,34.0099983215332
2018-10-25,32.310001373291016
2018-10-26,32.25
2018-10-29,33.939998626708984
2018-10-30,32.29999923706055
2018-10-31,33.09000015258789
2018-11-01,33.72999954223633
2018-11-02,31.479999542236328
2018-11-05,34.349998474121094
2018-11-06,33.189998626708984
2018-11-07,34.33000183105469
2018-11-08,34.2599983215332
2018-11-09,32.40999984741211
2018-11-12,32.08000183105469
2018-11-13,31.3799991607666
2018-11-14,31.3799991607666
2018-11-15,30.969999313354492
2018-11-16,30.790000915527344
2018-11-19,29.450000762939453
2018-11-20,28.600000381469727
2018-11-21,28.90999984741211
2018-11-22,28.90999984741211
2018-11-23,28.899999618530273
2018-11-26,29.31999969482422
2018-11-27,28.68000030517578
2018-11-28,28.280000686645508
2018-11-29,28.059999465942383
2018-11-30,28.389999389648438
2018-12-03,29.15999984741211
2018-12-04,28.93000030517578
2018-12-05,28.93000030517578
2018-12-06,26.709999084472656
2018-12-07,26.920000076293945
2018-12-10,25.93000030517578
2018-12-11,26.139999389648438
2018-12-12,26.030000686645508
2018-12-13,26.829999923706055
2018-12-14,26.670000076293945
2018-12-17,27.540000915527344
2018-12-18,27.1299991607666
2018-12-19,27.18000030517578
2018-12-20,26.389999389648438
2018-12-21,26.6200008392334
2018-12-24,26.15999984741211
2018-12-25,26.15999984741211
2018-12-26,25.75
2018-12-27,26.93000030517578
2018-12-28,27.8700008392334
2018-12-31,27.790000915527344
2019-01-01,27.790000915527344
2019-01-02,27.670000076293945
2019-01-03,29.270000457763672
2019-01-04,29.719999313354492
2019-01-07,31.15999984741211
2019-01-08,32.56999969482422
2019-01-09,33.529998779296875
2019-01-10,32.619998931884766
2019-01-11,33.43000030517578
2019-01-14,33.43000030517578
2019-01-15,32.90999984741211
2019-01-16,32.61000061035156
2019-01-17,33.65999984741211
2019-01-18,34.529998779296875
2019-01-21,34.529998779296875
2019-01-22,34.52000045776367
2019-01-23,33.869998931884766
2019-01-24,33.38999938964844
2019-01-25,34.31999969482422
2019-01-28,35.20000076293945
2019-01-29,34.83000183105469
2019-01-30,35.209999084472656
2019-01-31,35.59000015258789
2019-02-01,35.77000045776367
2019-02-04,36.869998931884766
2019-02-05,37.31999969482422
2019-02-06,37.34000015258789
2019-02-07,37.290000915527344
2019-02-08,36.18000030517578
2019-02-11,36.400001525878906
2019-02-12,37.4900016784668
2019-02-13,38.7400016784668
2019-02-14,38.560001373291016
2019-02-15,39.40999984741211
2019-02-18,39.40999984741211
